512
1.12391e+07	1
2.80158e+07	2
5.3574e+07	3
9.0994e+07	4
1.43225e+08	5
2.13149e+08	6
3.03717e+08	7
4.18926e+08	8
5.63134e+08	9
7.41026e+08	10
9.57288e+08	11
1.21611e+09	12
1.52042e+09	13
1.8726e+09	14
2.27406e+09	15
2.72494e+09	16
3.22404e+09	17
3.76902e+09	18
4.35621e+09	19
4.98104e+09	20
5.63933e+09	21
6.32632e+09	22
7.03714e+09	23
7.76747e+09	24
8.5129e+09	25
9.26816e+09	26
1.00284e+10	27
1.0789e+10	28
1.15448e+10	29
1.22904e+10	30
1.30204e+10	31
1.37284e+10	32
1.44083e+10	33
1.50545e+10	34
1.56622e+10	35
1.62278e+10	36
1.67486e+10	37
1.72231e+10	38
1.76504e+10	39
1.80313e+10	40
1.8368e+10	41
1.86637e+10	42
1.89228e+10	43
1.91501e+10	44
1.93511e+10	45
1.95312e+10	46
1.96967e+10	47
1.98541e+10	48
2.00097e+10	49
2.01695e+10	50
2.03388e+10	51
2.05209e+10	52
2.0719e+10	53
2.09347e+10	54
2.11684e+10	55
2.14198e+10	56
2.16874e+10	57
2.19692e+10	58
2.22631e+10	59
2.25676e+10	60
2.28818e+10	61
2.32061e+10	62
2.35415e+10	63
2.38898e+10	64
2.42532e+10	65
2.46346e+10	66
2.50367e+10	67
2.54624e+10	68
2.5914e+10	69
2.63932e+10	70
2.69012e+10	71
2.74394e+10	72
2.80094e+10	73
2.86135e+10	74
2.92545e+10	75
2.99364e+10	76
3.06636e+10	77
3.14404e+10	78
3.2272e+10	79
3.31631e+10	80
3.41176e+10	81
3.51381e+10	82
3.62252e+10	83
3.73705e+10	84
3.8553e+10	85
3.97706e+10	86
4.10192e+10	87
4.22934e+10	88
4.35859e+10	89
4.48886e+10	90
4.6192e+10	91
4.74865e+10	92
4.87414e+10	93
4.9934e+10	94
5.10524e+10	95
5.20867e+10	96
5.30292e+10	97
5.38753e+10	98
5.46235e+10	99
5.52753e+10	100
5.58337e+10	101
5.63039e+10	102
5.6691e+10	103
5.70006e+10	104
5.72393e+10	105
5.74152e+10	106
5.75377e+10	107
5.76153e+10	108
5.76564e+10	109
5.76683e+10	110
5.76798e+10	117
5.78029e+10	118
5.79883e+10	119
5.82415e+10	120
5.85642e+10	121
5.89539e+10	122
5.94038e+10	123
5.99047e+10	124
6.04458e+10	125
6.10155e+10	126
6.16026e+10	127
6.21974e+10	128
6.27923e+10	129
6.33827e+10	130
6.39677e+10	131
6.45505e+10	132
6.51368e+10	133
6.57351e+10	134
6.63554e+10	135
6.70074e+10	136
6.77016e+10	137
6.84477e+10	138
6.92541e+10	139
7.01274e+10	140
7.10718e+10	141
7.20892e+10	142
7.31795e+10	143
7.43415e+10	144
7.55727e+10	145
7.68699e+10	146
7.8229e+10	147
7.96459e+10	148
8.1115e+10	149
8.26316e+10	150
8.41806e+10	151
8.57505e+10	152
8.73355e+10	153
8.89285e+10	154
9.05199e+10	155
9.20975e+10	156
9.36466e+10	157
9.51507e+10	158
9.65918e+10	159
9.79511e+10	160
9.92103e+10	161
1.00353e+11	162
1.01367e+11	163
1.02242e+11	164
1.02973e+11	165
1.03557e+11	166
1.03999e+11	167
1.04304e+11	168
1.04484e+11	169
1.04554e+11	170
1.0503e+11	187
1.0563e+11	188
1.06302e+11	189
1.07037e+11	190
1.07826e+11	191
1.08659e+11	192
1.09526e+11	193
1.1042e+11	194
1.11333e+11	195
1.12258e+11	196
1.13191e+11	197
1.14128e+11	198
1.15049e+11	199
1.1594e+11	200
1.16799e+11	201
1.17628e+11	202
1.18429e+11	203
1.19207e+11	204
1.19968e+11	205
1.20719e+11	206
1.21466e+11	207
1.22217e+11	208
1.22977e+11	209
1.2375e+11	210
1.24541e+11	211
1.2535e+11	212
1.26178e+11	213
1.27022e+11	214
1.2788e+11	215
1.28747e+11	216
1.29618e+11	217
1.30488e+11	218
1.3135e+11	219
1.32197e+11	220
1.33028e+11	221
1.33841e+11	222
1.34633e+11	223
1.35403e+11	224
1.36148e+11	225
1.36863e+11	226
1.37544e+11	227
1.38185e+11	228
1.38781e+11	229
1.39325e+11	230
1.39813e+11	231
1.40241e+11	232
1.40607e+11	233
1.40914e+11	234
1.41166e+11	235
1.4137e+11	236
1.41537e+11	237
1.41677e+11	238
1.418e+11	239
1.41914e+11	240
1.4203e+11	241
1.42156e+11	242
1.42298e+11	243
1.4246e+11	244
1.4264e+11	245
1.42837e+11	246
1.43048e+11	247
1.43266e+11	248
1.43487e+11	249
1.43705e+11	250
1.43918e+11	251
1.44122e+11	252
1.44316e+11	253
1.445e+11	254
1.44676e+11	255
1.44849e+11	256
1.45021e+11	257
1.45195e+11	258
1.45373e+11	259
1.45555e+11	260
1.45742e+11	261
1.45933e+11	262
1.46125e+11	263
1.46314e+11	264
1.46497e+11	265
1.46671e+11	266
1.46832e+11	267
1.46983e+11	268
1.47127e+11	269
1.47269e+11	270
1.47418e+11	271
1.47583e+11	272
1.47774e+11	273
1.48001e+11	274
1.48274e+11	275
1.486e+11	276
1.48985e+11	277
1.49431e+11	278
1.49935e+11	279
1.50495e+11	280
1.51104e+11	281
1.51754e+11	282
1.52436e+11	283
1.53142e+11	284
1.53865e+11	285
1.54599e+11	286
1.5534e+11	287
1.56088e+11	288
1.56841e+11	289
1.57599e+11	290
1.58364e+11	291
1.59136e+11	292
1.59914e+11	293
1.60696e+11	294
1.61481e+11	295
1.62263e+11	296
1.63037e+11	297
1.63795e+11	298
